Kod Sekolah,Bil,Peringkat Sekolah,PPD,NamaSekolah,AlamatSurat,PoskodSurat,BandarSurat,Negeri,NoTelefon,NoFax,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Alamat
ABA2028,112,Rendah,PPD KINTA SELATAN,SK AIR HITAM LABU,WAKIL POS TRONOH MINES,31910,KAMPAR,PERAK,54667098,54667098,,,,,"SK AIR HITAM LABU, WAKIL POS TRONOH MINES, 31910, KAMPAR, PERAK"
ABA2029,113,Rendah,PPD KINTA SELATAN,SK SUNGAI ITEK,JALAN DUSUN SERIBU,31600,GOPENG,PERAK,53593043,53593043,,,,,"SK SUNGAI ITEK, JALAN DUSUN SERIBU, 31600, GOPENG, PERAK"
ABA2030,114,Rendah,PPD KINTA SELATAN,SK TOH INDERA WANGSA AHMAD,JALAN SULAIMAN,31000,BATU GAJAH,PERAK,53661253,53652576,,,,,"SK TOH INDERA WANGSA AHMAD, JALAN SULAIMAN, 31000, BATU GAJAH, PERAK"
ABA2031,115,Rendah,PPD KINTA SELATAN,SK SIPUTEH,SIPUTEH,31560,SIPUTEH,PERAK,53660621,53660621,,,,,"SK SIPUTEH, SIPUTEH, 31560, SIPUTEH, PERAK"
ABA2032,116,Rendah,PPD KINTA SELATAN,SK TRONOH,JALAN BOTA LAMA,31750,TRONOH,PERAK,53679414,53677410,,,,,"SK TRONOH, JALAN BOTA LAMA, 31750, TRONOH, PERAK"
ABA2033,117,Rendah,PPD KINTA SELATAN,SK KG. SERI RAHMAT,JALAN CHANGKAT LARANG,31500,LAHAT,PERAK,53665516,53665516,,,,,"SK KG. SERI RAHMAT, JALAN CHANGKAT LARANG, 31500, LAHAT, PERAK"
ABA2034,118,Rendah,PPD KINTA SELATAN,SK TANJUNG TUALANG,BATU 7,31000,BATU GAJAH,PERAK,53702155,53702155,,,,,"SK TANJUNG TUALANG, BATU 7, 31000, BATU GAJAH, PERAK"
ABA2035,119,Rendah,PPD KINTA SELATAN,SK AYER PAPAN,KAMPUNG AYER PAPAN,31800,TANJONG TUALANG,PERAK,53607099,53607099,,,,,"SK AYER PAPAN, KAMPUNG AYER PAPAN, 31800, TANJONG TUALANG, PERAK"
ABA2036,120,Rendah,PPD KINTA SELATAN,SK CHANGKAT TIN,CHANGKAT TIN,31800,TANJUNG TUALANG,PERAK,53607925,53607925,,,,,"SK CHANGKAT TIN, CHANGKAT TIN, 31800, TANJUNG TUALANG, PERAK"
ABA2037,121,Rendah,PPD KINTA SELATAN,SK ULU GERUNTUM,JALAN ULU GERUNTUM,31600,GOPENG,PERAK,53599200,53599201,,,,,"SK ULU GERUNTUM, JALAN ULU GERUNTUM, 31600, GOPENG, PERAK"
ABA2038,122,Rendah,PPD KINTA SELATAN,SK BAKAP,JALAN TG. TUALANG,31000,BATU GAJAH,PERAK,53668792,53668792,,,,,"SK BAKAP, JALAN TG. TUALANG, 31000, BATU GAJAH, PERAK"
ABA2039,123,Rendah,PPD KINTA UTARA,SK PASUKAN POLIS HUTAN,JALAN PASUKAN POLIS HUTAN,31150,IPOH,PERAK,55335358,55331131,,,,,"SK PASUKAN POLIS HUTAN, JALAN PASUKAN POLIS HUTAN, 31150, IPOH, PERAK"
ABA2040,124,Rendah,PPD KINTA SELATAN,SK AYER DENAK,TRONOH,31750,TRONOH,PERAK,TIADA,TIADA,,,,,"SK AYER DENAK, TRONOH, 31750, TRONOH, PERAK"
ABA2041,125,Rendah,PPD KINTA UTARA,SK MANJOI (SATU),JALAN  MASJID, KG. MANJOI,30020,IPOH,PERAK,55260408,55286572,,,,"SK MANJOI (SATU), JALAN  MASJID,  KG. MANJOI, 30020, IPOH"
ABA2042,126,Rendah,PPD KINTA UTARA,SK GURU KALGIDHAR,JALAN GUNTONG,BUNTONG,30100,IPOH,PERAK,52413269,52413269,,,,"SK GURU KALGIDHAR, JALAN GUNTONG, BUNTONG, 30100, IPOH"
ABA2043,127,Rendah,PPD KINTA UTARA,SK MANJOI (DUA),JALAN MASJID KG. MANJOI,30020,IPOH,PERAK,55265441,55268129,,,,,"SK MANJOI (DUA), JALAN MASJID KG. MANJOI, 30020, IPOH, PERAK"
ABA2044,128,Rendah,PPD KINTA UTARA,SR PENDIDIKAN KHAS IPOH,JALAN KUALA KANGSAR, ANJUNG TAWAS,31200,CHEMOR,PERAK,52910310,52910311,,,,"SR PENDIDIKAN KHAS IPOH, JALAN KUALA KANGSAR,  ANJUNG TAWAS, 31200, CHEMOR"
ABA2045,129,Rendah,PPD KINTA UTARA,SK JELAPANG,TAMAN MERU,30020,IPOH,PERAK,55265553,55285158,,,,,"SK JELAPANG, TAMAN MERU, 30020, IPOH, PERAK"
ABA2046,130,Rendah,PPD KINTA UTARA,SK DATO' AHMAD SAID TAMBAHAN,LEBUH RAJAWALI,30020,IPOH,PERAK,55268889,55268889,,,,,"SK DATO' AHMAD SAID TAMBAHAN, LEBUH RAJAWALI, 30020, IPOH, PERAK"
ABA2047,131,Rendah,PPD KINTA UTARA,SK POS RAYA,JALAN CAMERON HIGHLANDS,31300,KG KEPAYANG,PERAK,195596468,195584473,,,,,"SK POS RAYA, JALAN CAMERON HIGHLANDS, 31300, KG KEPAYANG, PERAK"
ABA2048,132,Rendah,PPD KINTA SELATAN,SK POS DIPANG,SAHOM,31920,KAMPAR,PERAK,TIADA,TIADA,,,,,"SK POS DIPANG, SAHOM, 31920, KAMPAR, PERAK"
ABA2049,133,Rendah,PPD KINTA UTARA,SK SERI TANJUNG,TANJUNG RAMBUTAN,31250,TANJONG RAMBUTAN,PERAK,195715633,TIADA,,,,,"SK SERI TANJUNG, TANJUNG RAMBUTAN, 31250, TANJONG RAMBUTAN, PERAK"
ABA2050,134,Rendah,PPD KINTA UTARA,SK SERI AMPANG,JLN RAJA MUSA MAHADI,31350,IPOH,PERAK,53120663,53126046,,,,,"SK SERI AMPANG, JLN RAJA MUSA MAHADI, 31350, IPOH, PERAK"
ABA2051,135,Rendah,PPD KINTA UTARA,SK JALAN PEGOH,LRG. PEGOH 4, TMN. PENGKALAN JAYA,31650,IPOH,PERAK,53214701,53220982,,,,"SK JALAN PEGOH, LRG. PEGOH 4,  TMN. PENGKALAN JAYA, 31650, IPOH"
ABA2052,136,Rendah,PPD KINTA UTARA,SK SERI KELEBANG,KG SERI KELEBANG,31200,CHEMOR,PERAK,52916844,52924485,,,,,"SK SERI KELEBANG, KG SERI KELEBANG, 31200, CHEMOR, PERAK"
ABA2053,137,Rendah,PPD KINTA UTARA,SK PERPADUAN,TAMAN PERPADUAN,31150,ULU KINTA,PERAK,55333859,55333878,,,,,"SK PERPADUAN, TAMAN PERPADUAN, 31150, ULU KINTA, PERAK"
ABA2054,138,Rendah,PPD KINTA SELATAN,SK SENTOSA,TAMAN BANDAR BARU,31900,KAMPAR,PERAK,54669587,54669587,,,,,"SK SENTOSA, TAMAN BANDAR BARU, 31900, KAMPAR, PERAK"
ABA2055,139,Rendah,PPD KINTA UTARA,SK RAJA CHULAN,DESA CEMPAKA,31400,IPOH,PERAK,55456599,55456599,,,,,"SK RAJA CHULAN, DESA CEMPAKA, 31400, IPOH, PERAK"
ABA2056,140,Rendah,PPD KINTA UTARA,SK TAMAN BERSATU,SIMPANG PULAI,31300,KG KEPAYANG,PERAK,53577355,53573068,,,,,"SK TAMAN BERSATU, SIMPANG PULAI, 31300, KG KEPAYANG, PERAK"
ABA2057,141,Rendah,PPD KINTA UTARA,SK PENGKALAN,TAMAN PINJI MEWAH,31500,LAHAT,PERAK,53226860,53213563,,,,,"SK PENGKALAN, TAMAN PINJI MEWAH, 31500, LAHAT, PERAK"
ABA2058,142,Rendah,PPD KINTA UTARA,SK JATI,JLN TAMAN JATI 1, TAMAN JATI, JELAPANG,30020,IPOH,PERAK,55286863,55287863,,,"SK JATI, JLN TAMAN JATI 1,  TAMAN JATI,  JELAPANG, 30020"
ABA2059,143,Rendah,PPD KINTA UTARA,SK BANDAR BARU PUTERA,JALAN BERCHAM,31400,IPOH,PERAK,55333959,55331320,,,,,"SK BANDAR BARU PUTERA, JALAN BERCHAM, 31400, IPOH, PERAK"
ABA2060,144,Rendah,PPD KINTA UTARA,SK SILIBIN,PERSIARAN JELAPANG 13,TAMAN SILIBIN,30100,IPOH,PERAK,55264416,55264416,,,,"SK SILIBIN, PERSIARAN JELAPANG 13, TAMAN SILIBIN, 30100, IPOH"
ABA2061,145,Rendah,PPD KINTA UTARA,SK TASEK DERMAWAN,KAMPUNG TERSUSUN TASEK, BERCHAM,31400,IPOH,PERAK,55483749,55484751,,,,"SK TASEK DERMAWAN, KAMPUNG TERSUSUN TASEK,  BERCHAM, 31400, IPOH"
ABA2062,146,Rendah,PPD KINTA UTARA,SK SIMPANG PULAI,JALAN BESAR KG MERAWAN INDAH,31300,KG KEPAYANG,PERAK,53572939,53572939,,,,,"SK SIMPANG PULAI, JALAN BESAR KG MERAWAN INDAH, 31300, KG KEPAYANG, PERAK"
ABA2063,147,Rendah,PPD KINTA UTARA,SK RAPAT JAYA,KG. RAPAT JAYA TAMBAHAN,31350,IPOH,PERAK,53115996,53115996,,,,,"SK RAPAT JAYA, KG. RAPAT JAYA TAMBAHAN, 31350, IPOH, PERAK"
ABA2064,148,Rendah,PPD KINTA UTARA,SK PINJI,PERSIARAN BUNGA RAYA,31650,IPOH,PERAK,53211778,53211778,,,,,"SK PINJI, PERSIARAN BUNGA RAYA, 31650, IPOH, PERAK"
ABA2065,149,Rendah,PPD KINTA UTARA,SK JELAPANG JAYA,LALUAN KERANJI 5, KG DATO' AHMAD SAID TAMBAHAN 3,30020,IPOH,PERAK,55261511,55261511,,,,"SK JELAPANG JAYA, LALUAN KERANJI 5,  KG DATO' AHMAD SAID TAMBAHAN 3, 30020, IPOH"
ABA2066,150,Rendah,PPD KINTA UTARA,SK BUNTONG,PERSIARAN DESA RISHAH (S) 1/1B,30100,IPOH,PERAK,52810279,52810355,,,,,"SK BUNTONG, PERSIARAN DESA RISHAH (S) 1/1B, 30100, IPOH, PERAK"
ABA2067,151,Rendah,PPD KINTA SELATAN,SK SERI JAYA,KAMPONG SERI JAYA, JALAN CHANGKAT LARANG,31000,BATU GAJAH,PERAK,53651561,53651561,,,,"SK SERI JAYA, KAMPONG SERI JAYA,  JALAN CHANGKAT LARANG, 31000, BATU GAJAH"
ABA2068,152,Rendah,PPD KINTA UTARA,SK RAPAT SETIA,JALAN TENAGA,31350,IPOH,PERAK,53135443,53129107,,,,,"SK RAPAT SETIA, JALAN TENAGA, 31350, IPOH, PERAK"
ABA2069,153,Rendah,PPD KINTA UTARA,SK WIRA JAYA,HALAMAN AMPANG,31350,IPOH,PERAK,53188132,53188131,,,,,"SK WIRA JAYA, HALAMAN AMPANG, 31350, IPOH, PERAK"
ABA2070,154,Rendah,PPD KINTA UTARA,SK SERI MUTIARA,JALAN TUNKU ABDUL RAHMAN,30010,IPOH,PERAK,55061925,55060410,,,,,"SK SERI MUTIARA, JALAN TUNKU ABDUL RAHMAN, 30010, IPOH, PERAK"
ABA2071,155,Rendah,PPD KINTA UTARA,SK TASIK DAMAI,JALAN TAWAS BARU UTARA,30010,IPOH,PERAK,52931151,52931151,,,,,"SK TASIK DAMAI, JALAN TAWAS BARU UTARA, 30010, IPOH, PERAK"
ABA2072,156,Rendah,PPD KINTA UTARA,SK PAKATAN JAYA,TAMAN PAKATAN JAYA,31150,ULU KINTA,PERAK,55365685,55365686,,,,,"SK PAKATAN JAYA, TAMAN PAKATAN JAYA, 31150, ULU KINTA, PERAK"
ABA2073,157,Rendah,PPD KINTA UTARA,SK KELEBANG JAYA,PLOT 2597,31200,CHEMOR,PERAK,52912534,52910849,,,,,"SK KELEBANG JAYA, PLOT 2597, 31200, CHEMOR, PERAK"
ABA2074,158,Rendah,PPD KINTA UTARA,SEKOLAH KEBANGSAAN TANAH HITAM,JALAN ULU KUANG,31200,CHEMOR,PERAK,52012145,52012146,,,,,"SEKOLAH KEBANGSAAN TANAH HITAM, JALAN ULU KUANG, 31200, CHEMOR, PERAK"
ABA3001,159,Rendah,PPD KRIAN,SK ALOR PONGSU,JALAN SELAMA ALOR PONGSU,34300,BAGAN SERAI,PERAK,57217675,57219167,,,,,"SK ALOR PONGSU, JALAN SELAMA ALOR PONGSU, 34300, BAGAN SERAI, PERAK"
ABA3002,160,Rendah,PPD KRIAN,SK BAGAN SERAI,LORONG SEKOLAH,34300,BAGAN SERAI,PERAK,57210423,57219352,,,,,"SK BAGAN SERAI, LORONG SEKOLAH, 34300, BAGAN SERAI, PERAK"
ABA3003,161,Rendah,PPD KRIAN,SK BUKIT MERAH,PEKAN BUKIT MERAH,34310,BAGAN SERAI,PERAK,57218827,57218029,,,,,"SK BUKIT MERAH, PEKAN BUKIT MERAH, 34310, BAGAN SERAI, PERAK"
ABA3004,162,Rendah,PPD KRIAN,SK CHANGKAT LOBAK,CHANGKAT LOBAK,34310,BAGAN SERAI,PERAK,58395732,58395953,,,,,"SK CHANGKAT LOBAK, CHANGKAT LOBAK, 34310, BAGAN SERAI, PERAK"
ABA3005,163,Rendah,PPD KRIAN,SK DATO' MAS'UD,JALAN KAMPUNG KEDAH,34300,BAGAN SERAI,PERAK,57218013,57210600,,,,,"SK DATO' MAS'UD, JALAN KAMPUNG KEDAH, 34300, BAGAN SERAI, PERAK"
ABA3006,164,Rendah,PPD KRIAN,SK KUALA KURAU,JALAN BESAR KUALA KURAU,34350,KUALA KURAU,PERAK,57277900,57278311,,,,,"SK KUALA KURAU, JALAN BESAR KUALA KURAU, 34350, KUALA KURAU, PERAK"
ABA3007,165,Rendah,PPD KRIAN,SK MATANG GERDU,JALAN SIAKAP,34300,BAGAN SERAI,PERAK,57216541,57219667,,,,,"SK MATANG GERDU, JALAN SIAKAP, 34300, BAGAN SERAI, PERAK"
ABA3008,166,Rendah,PPD KRIAN,SK MATANG JELUTONG,KG MATANG JELUTONG, JALAN SELAMA,34300,BAGAN SERAI,PERAK,57210663,57217186,,,,"SK MATANG JELUTONG, KG MATANG JELUTONG,  JALAN SELAMA, 34300, BAGAN SERAI"
ABA3009,167,Rendah,PPD KRIAN,SK PARIT HAJI TAIB,PARIT HAJI TAIB,34300,BAGAN SERAI,PERAK,57140625,57141308,,,,,"SK PARIT HAJI TAIB, PARIT HAJI TAIB, 34300, BAGAN SERAI, PERAK"
ABA3010,168,Rendah,PPD KRIAN,SK PARIT HAJI AMAN,PARIT HAJI AMAN,34300,BAGAN SERAI,PERAK,57143405,57141315,,,,,"SK PARIT HAJI AMAN, PARIT HAJI AMAN, 34300, BAGAN SERAI, PERAK"
ABA3011,169,Rendah,PPD KRIAN,SK SUNGAI BOGAK,KAMPUNG SUNGAI BOGAK,34300,BAGAN SERAI,PERAK,57214509,57217705,,,,,"SK SUNGAI BOGAK, KAMPUNG SUNGAI BOGAK, 34300, BAGAN SERAI, PERAK"
ABA3012,170,Rendah,PPD KRIAN,SK SRI SIAKAP,SIMPANG TIGA,34350,KUALA KURAU.,PERAK,57277340,57270106,,,,,"SK SRI SIAKAP, SIMPANG TIGA, 34350, KUALA KURAU., PERAK"
ABA3013,171,Rendah,PPD KRIAN,SK TEBUK PANCUR,SIMPANG EMPAT,34400,SEMANGGOL,PERAK,58902343,58904497,,,,,"SK TEBUK PANCUR, SIMPANG EMPAT, 34400, SEMANGGOL, PERAK"
ABA3014,172,Rendah,PPD KRIAN,SK TELUK MEDAN,JALAN TAIPING, TELUK MEDAN,34300,BAGAN SERAI,PERAK,57219190,57210719,,,,"SK TELUK MEDAN, JALAN TAIPING,  TELUK MEDAN, 34300, BAGAN SERAI"
ABA3015,173,Rendah,PPD KRIAN,SK TELOK PIAL,TELOK PIAL,34350,KUALA KURAU,PERAK,57279980,57279980,,,,,"SK TELOK PIAL, TELOK PIAL, 34350, KUALA KURAU, PERAK"
ABA3016,174,Rendah,PPD KRIAN,SK JALAN BAHARU,JALAN BAHARU,34200,PARIT BUNTAR,PERAK,57169629,57174314,,,,,"SK JALAN BAHARU, JALAN BAHARU, 34200, PARIT BUNTAR, PERAK"
ABA3017,175,Rendah,PPD KRIAN,SK HAJI RAMLI,KEDAI EMPAT,34250,TANJONG PIANDANG,PERAK,57162169,57162170,,,,,"SK HAJI RAMLI, KEDAI EMPAT, 34250, TANJONG PIANDANG, PERAK"
ABA3018,176,Rendah,PPD KRIAN,SK KAMPONG KEDAH,KAMPONG KEDAH,34200,PARIT BUNTAR,PERAK,57175767,57176907,,,,,"SK KAMPONG KEDAH, KAMPONG KEDAH, 34200, PARIT BUNTAR, PERAK"
ABA3019,177,Rendah,PPD KRIAN,SK SRI KERIAN,JALAN RIA,34200,PARIT BUNTAR,PERAK,57164814,57172640,,,,,"SK SRI KERIAN, JALAN RIA, 34200, PARIT BUNTAR, PERAK"
ABA3020,178,Rendah,PPD KRIAN,SK PARIT HJ WAHAB,TANJONG PIANDANG,34250,TANJONG PIANDANG,PERAK,57255479,57257535,,,,,"SK PARIT HJ WAHAB, TANJONG PIANDANG, 34250, TANJONG PIANDANG, PERAK"
ABA3021,179,Rendah,PPD KRIAN,SK PARIT TOK NGAH,JALANBAHARU,34200,PARIT BUNTAR,PERAK,57140205,57175646,,,,,"SK PARIT TOK NGAH, JALANBAHARU, 34200, PARIT BUNTAR, PERAK"
ABA3022,180,Rendah,PPD KRIAN,SK SUNGAI BAHARU,SUNGAI BAHARU,34350,KUALA KURAU.,PERAK,57250807,57256650,,,,,"SK SUNGAI BAHARU, SUNGAI BAHARU, 34350, KUALA KURAU., PERAK"
ABA3023,181,Rendah,PPD KRIAN,SK SUNGAI BURONG,PARIT TELOK PIAL,34350,KUALA KURAU,PERAK,57140219,57141389,,,,,"SK SUNGAI BURONG, PARIT TELOK PIAL, 34350, KUALA KURAU, PERAK"
ABA3024,182,Rendah,PPD KRIAN,SK SUNGAI STAR,JALAN SEMPADAN,34200,PARIT BUNTAR,PERAK,57167323,57175909,,,,,"SK SUNGAI STAR, JALAN SEMPADAN, 34200, PARIT BUNTAR, PERAK"
ABA3025,183,Rendah,PPD KRIAN,SK TANAH KEBUN,TANAH KEBUN,34200,PARIT BUNTAR,PERAK,57173005,57175287,,,,,"SK TANAH KEBUN, TANAH KEBUN, 34200, PARIT BUNTAR, PERAK"
ABA3026,184,Rendah,PPD KRIAN,SK TANJONG PIANDANG,JALAN ATAS,34250,TANJONG PIANDANG,PERAK,57250228,57255524,,,,,"SK TANJONG PIANDANG, JALAN ATAS, 34250, TANJONG PIANDANG, PERAK"
ABA3027,185,Rendah,PPD KRIAN,SK TITI SERONG,TITI SERONG,34200,PARIT BUNTAR,PERAK,57160227,57160227,,,,,"SK TITI SERONG, TITI SERONG, 34200, PARIT BUNTAR, PERAK"
ABA3028,186,Rendah,PPD KRIAN,SK SUNGAI MEGAT ARIS,SUNGAI MEGAT ARIS,BAGAN TIANG, JALAN BAWAH,34250,TANJONG PIANDANG,PERAK,57250411,57250411,,,"SK SUNGAI MEGAT ARIS, SUNGAI MEGAT ARIS, BAGAN TIANG,  JALAN BAWAH, 34250"
ABA3029,187,Rendah,PPD KRIAN,SK GUNONG SEMANGGOL,GUNONG SEMANGGOL, SIMPANG EMPAT,34400,SEMANGGOL,PERAK,58901714,58901714,,,,"SK GUNONG SEMANGGOL, GUNONG SEMANGGOL,  SIMPANG EMPAT, 34400, SEMANGGOL"
ABA3030,188,Rendah,PPD KRIAN,SK KAMPONG DEW,KAMPUNG DEW,34400,SIMPANG EMPAT,PERAK,58921928,58921928,,,,,"SK KAMPONG DEW, KAMPUNG DEW, 34400, SIMPANG EMPAT, PERAK"
ABA3031,189,Rendah,PPD KRIAN,SK DATO' ALAUDIN,KAMPUNG SELINSING,34400,SIMPANG EMPAT,PERAK,58901711,58901711,,,,,"SK DATO' ALAUDIN, KAMPUNG SELINSING, 34400, SIMPANG EMPAT, PERAK"
ABA3032,190,Rendah,PPD KRIAN,SK SAMA GAGAH,SIMPANG EMPAT,SEMANGGOL,34400,SIMPANG EMPAT,PERAK,58993320,TIADA,,,,"SK SAMA GAGAH, SIMPANG EMPAT, SEMANGGOL, 34400, SIMPANG EMPAT"
ABA3033,191,Rendah,PPD KRIAN,SK SUNGAI KEPAR,SIMPANG EMPAT SEMANGGOL,34400,SIMPANG EMPAT,PERAK,58902064,58902064,,,,,"SK SUNGAI KEPAR, SIMPANG EMPAT SEMANGGOL, 34400, SIMPANG EMPAT, PERAK"
ABA3034,192,Rendah,PPD KRIAN,SK SERI PINANG,JALAN GULA,34400,SIMPANG EMPAT,PERAK,58904992,58904992,,,,,"SK SERI PINANG, JALAN GULA, 34400, SIMPANG EMPAT, PERAK"
ABA3035,193,Rendah,PPD KRIAN,SK KAMPONG TUA,KAMPONG TUA,34400,SIMPANG EMPAT,PERAK,58993439,58410126,,,,,"SK KAMPONG TUA, KAMPONG TUA, 34400, SIMPANG EMPAT, PERAK"
ABA3036,194,Rendah,PPD KRIAN,SK KAMPONG SELAMAT,KAMPONG SELAMAT,34400,SIMPANG EMPAT,PERAK,58905215,58905215,,,,,"SK KAMPONG SELAMAT, KAMPONG SELAMAT, 34400, SIMPANG EMPAT, PERAK"
ABA3037,195,Rendah,PPD KRIAN,SK HAJI DAHLAN,TEBOK MATAU, SIMPANG EMPAT,34400,GUNONG SEMANGGOL,PERAK,58413077,58410133,,,,"SK HAJI DAHLAN, TEBOK MATAU,  SIMPANG EMPAT, 34400, GUNONG SEMANGGOL"
ABA3038,196,Rendah,PPD KRIAN,SK KUALA GULA,KUALA GULA,34350,KUALA KURAU,PERAK,58900021,58900021,,,,,"SK KUALA GULA, KUALA GULA, 34350, KUALA KURAU, PERAK"
ABA3039,197,Rendah,PPD KRIAN,SK KUALA KURAU (BARU),BATU 14 JALAN PANTAI,34350,KUALA KURAU,PERAK,57270433,57270433,,,,,"SK KUALA KURAU (BARU), BATU 14 JALAN PANTAI, 34350, KUALA KURAU, PERAK"
ABA3040,198,Rendah,PPD KRIAN,SK BARU PARIT BUNTAR,JALAN SEKOLAH,34200,PARIT BUNTAR,PERAK,57175820,57176906,,,,,"SK BARU PARIT BUNTAR, JALAN SEKOLAH, 34200, PARIT BUNTAR, PERAK"
ABA3041,199,Rendah,PPD KRIAN,SK WAWASAN,PEKAN BARU,34200,PARIT BUNTAR,PERAK,57175922,57176316,,,,,"SK WAWASAN, PEKAN BARU, 34200, PARIT BUNTAR, PERAK"
ABA4001,200,Rendah,PPD KUALA KANGSAR,SK SAYONG,KG SAYONG TENGAH,33040,KUALA KANGSAR,PERAK,57765100,57765100,,,,,"SK SAYONG, KG SAYONG TENGAH, 33040, KUALA KANGSAR, PERAK"
ABA4002,201,Rendah,PPD KUALA KANGSAR,SK KOTA LAMA KANAN,KOTA LAMA KANAN,33040,KUALA KANGSAR,PERAK,57760887,57760887,,,,,"SK KOTA LAMA KANAN, KOTA LAMA KANAN, 33040, KUALA KANGSAR, PERAK"
ABA4003,202,Rendah,PPD KUALA KANGSAR,SK PADANG AMPANG,JALAN IPOH,33000,KUALA KANGSAR,PERAK,57771362,57771362,,,,,"SK PADANG AMPANG, JALAN IPOH, 33000, KUALA KANGSAR, PERAK"
ABA4004,203,Rendah,PPD KUALA KANGSAR,SK BELURU,JALAN KAMPUNG KUBANG HALBAN, ENGGOR,33600,KUALA KANGSAR,PERAK,57733173,57733173,,,,"SK BELURU, JALAN KAMPUNG KUBANG HALBAN,  ENGGOR, 33600, KUALA KANGSAR"
ABA4005,204,Rendah,PPD KUALA KANGSAR,SK BENDANG KERING,KG. BENDANG KERING,33040,KUALA KANGSAR,PERAK,57760206,57760206,,,,,"SK BENDANG KERING, KG. BENDANG KERING, 33040, KUALA KANGSAR, PERAK"
ABA4006,205,Rendah,PPD KUALA KANGSAR,SK MENORA,KAMPUNG MENORA,33000,KUALA KANGSAR,PERAK,57763905,57763905,,,,,"SK MENORA, KAMPUNG MENORA, 33000, KUALA KANGSAR, PERAK"
ABA4007,206,Rendah,PPD KUALA KANGSAR,SK BEKOR,KG. BEKOR,33800,MANONG,PERAK,52562105,52562105,,,,,"SK BEKOR, KG. BEKOR, 33800, MANONG, PERAK"
ABA4008,207,Rendah,PPD KUALA KANGSAR,SK KUALA KENAS,JALAN KUALA KENAS,33000,KUALA KANGSAR,PERAK,52560198,52560198,,,,,"SK KUALA KENAS, JALAN KUALA KENAS, 33000, KUALA KANGSAR, PERAK"
ABA4009,208,Rendah,PPD KUALA KANGSAR,SK SENGGANG,KUALA KANGSAR,33000,KUALA KANGSAR,PERAK,58410137,58410137,,,,,"SK SENGGANG, KUALA KANGSAR, 33000, KUALA KANGSAR, PERAK"
ABA4010,209,Rendah,PPD KUALA KANGSAR,SK RAMBAI TUJUH,KAMPUNG RAMBAI TUJUH,33000,KUALA KANGSAR,PERAK,57762310,57762310,,,,,"SK RAMBAI TUJUH, KAMPUNG RAMBAI TUJUH, 33000, KUALA KANGSAR, PERAK"
ABA4011,210,Rendah,PPD KUALA KANGSAR,SK SULTAN IDRIS II,646, JLN TUN ABUL RAZAK,33000,KUALA KANGSAR,PERAK,57762403,57762403,,,,"SK SULTAN IDRIS II, 646,  JLN TUN ABUL RAZAK, 33000, KUALA KANGSAR"
ABA4012,211,Rendah,PPD KUALA KANGSAR,SK RAJA PEREMPUAN MUZWIN,BUKIT CHANDAN,33000,KUALA KANGSAR,PERAK,57763009,57777442,,,,,"SK RAJA PEREMPUAN MUZWIN, BUKIT CHANDAN, 33000, KUALA KANGSAR, PERAK"
ABA4013,212,Rendah,PPD KUALA KANGSAR,SK TANAH MERAH,LUBOK MERBAU,33010,KUALA KANGSAR.,PERAK,57777266,57777266,,,,,"SK TANAH MERAH, LUBOK MERBAU, 33010, KUALA KANGSAR., PERAK"
ABA4014,213,Rendah,PPD KUALA KANGSAR,SK SYEIKH MOHD. IDRIS AL-MARBAWI,LUBOK MERBAU,33010,KUALA KANGSAR,PERAK,57767199,57767199,,,,,"SK SYEIKH MOHD. IDRIS AL-MARBAWI, LUBOK MERBAU, 33010, KUALA KANGSAR, PERAK"
ABA4015,214,Rendah,PPD KUALA KANGSAR,SK KATI,JALAN BESAR KATI,33020,KUALA KANGSAR,PERAK,57520690,57520690,,,,,"SK KATI, JALAN BESAR KATI, 33020, KUALA KANGSAR, PERAK"
ABA4016,215,Rendah,PPD KUALA KANGSAR,SK CHEH,KATI,33020,KUALA KANGSAR,PERAK,57520953,57520953,,,,,"SK CHEH, KATI, 33020, KUALA KANGSAR, PERAK"
ABA4017,216,Rendah,PPD KUALA KANGSAR,SK SAUK,JALAN LENGGONG,33500,KUALA KANGSAR,PERAK,57512443,57512443,,,,,"SK SAUK, JALAN LENGGONG, 33500, KUALA KANGSAR, PERAK"
ABA4018,217,Rendah,PPD KUALA KANGSAR,SK SULTAN ABDUL AZIZ,KAMPUNG KETIOR,33000,KUALA KANGSAR,PERAK,52561244,52561244,,,,,"SK SULTAN ABDUL AZIZ, KAMPUNG KETIOR, 33000, KUALA KANGSAR, PERAK"
ABA4019,218,Rendah,PPD KUALA KANGSAR,SK ULU KENAS,KAMPUNG ULU KENAS,33800,MANONG,PERAK,57431335,57431335,,,,,"SK ULU KENAS, KAMPUNG ULU KENAS, 33800, MANONG, PERAK"
ABA4020,219,Rendah,PPD KUALA KANGSAR,SK LEMPOR,JALAN BESAR MANONG,33800,KUALA KANGSAR,PERAK,57431572,57431572,,,,,"SK LEMPOR, JALAN BESAR MANONG, 33800, KUALA KANGSAR, PERAK"
ABA4021,220,Rendah,PPD KUALA KANGSAR,SK JELIANG,JALAN BARU, KAMPUNG JELIANG,33800,MANONG,PERAK,57432177,57432681,,,,"SK JELIANG, JALAN BARU,  KAMPUNG JELIANG, 33800, MANONG"
